# OpenSignals Text File Format. Version 1
# {"00:07:80:65:E0:11": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:65:E0:11", "device connection": "00:07:80:65:E0:11", "sampling rate": 200, "resolution": [16, 16, 16], "firmware version": 775, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2025-9-19", "time": "10:10:33.224", "channels": [1, 2, 3], "sensor": ["RIP", "XYZ", "XYZ"], "label": ["CH1", "CH2", "CH3"], "column": ["nSeq", "DI", "CH1", "CH2", "CH3"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["orange", "brown", ""]}}
# EndOfHeader
0	0	32024	32232	38184	
1	0	32016	32224	38176	
2	0	32000	32216	38208	
3	0	31980	32220	38197	
4	0	31968	32216	38220	
5	0	31952	32188	38152	
6	0	31944	32201	38164	
7	0	31949	32236	38173	
8	0	31912	32225	38148	
9	0	31900	32192	38164	
10	0	31884	32192	38180	
11	0	31876	32192	38160	
12	0	31860	32218	38152	
13	0	31848	32212	38172	
14	0	31836	32220	38180	
15	0	31832	32220	38184	
16	0	31816	32232	38208	
17	0	31804	32238	38200	
18	0	31796	32256	38200	
19	0	31777	32224	38185	
20	0	31780	32224	38184	
21	0	31764	32212	38172	
22	0	31748	32216	38172	
23	0	31736	32228	38184	
24	0	31736	32216	38150	
25	0	31720	32244	38156	
26	0	31712	32224	38148	
27	0	31705	32225	38164	
28	0	31701	32218	38144	
29	0	31684	32220	38196	
30	0	31676	32234	38164	
31	0	31672	32240	38184	
32	0	31656	32224	38208	
33	0	31648	32248	38188	
34	0	31648	32229	38188	
35	0	31636	32216	38176	
36	0	31628	32212	38176	
37	0	31621	32208	38172	
38	0	31624	32220	38200	
39	0	31608	32220	38144	
40	0	31600	32236	38136	
41	0	31600	32224	38164	
42	0	31588	32240	38108	
43	0	31588	32188	38184	
44	0	31574	32208	38164	
45	0	31576	32208	38180	
46	0	31564	32233	38152	
47	0	31564	32218	38196	
48	0	31556	32220	38154	
49	0	31557	32232	38132	
50	0	31552	32232	38168	
51	0	31552	32229	38164	
52	0	31540	32248	38188	
53	0	31544	32240	38208	
54	0	31540	32248	38228	
55	0	31536	32209	38180	
56	0	31532	32229	38180	
57	0	31528	32248	38178	
58	0	31536	32225	38193	
59	0	31525	32228	38176	
60	0	31525	32212	38172	
61	0	31532	32210	38160	
62	0	31528	32236	38132	
63	0	31528	32212	38160	
64	0	31516	32220	38160	
65	0	31525	32224	38192	
66	0	31524	32200	38184	
67	0	31524	32232	38213	
68	0	31525	32232	38196	
69	0	31524	32225	38208	
70	0	31528	32216	38182	
71	0	31532	32224	38169	
72	0	31536	32256	38176	
73	0	31540	32224	38192	
74	0	31538	32242	38194	
75	0	31544	32212	38188	
76	0	31548	32216	38148	
77	0	31553	32208	38168	
78	0	31560	32196	38172	
79	0	31560	32216	38192	
80	0	31568	32216	38172	
81	0	31568	32228	38176	
82	0	31584	32220	38176	
83	0	31588	32248	38156	
84	0	31600	32236	38160	
85	0	31600	32228	38192	
86	0	31604	32217	38220	
87	0	31612	32240	38176	
88	0	31628	32228	38168	
89	0	31624	32252	38188	
90	0	31633	32224	38176	
91	0	31645	32212	38156	
92	0	31656	32208	38200	
93	0	31664	32220	38180	
94	0	31672	32216	38152	
95	0	31680	32196	38148	
96	0	31688	32208	38144	
97	0	31704	32224	38176	
98	0	31720	32236	38160	
99	0	31729	32216	38148	
100	0	31736	32204	38148	
101	0	31748	32197	38140	
102	0	31764	32216	38160	
103	0	31776	32216	38168	
104	0	31796	32200	38181	
105	0	31800	32225	38200	
106	0	31812	32224	38192	
107	0	31832	32212	38196	
108	0	31840	32225	38224	
109	0	31856	32228	38180	
110	0	31864	32220	38184	
111	0	31892	32192	38176	
112	0	31896	32208	38152	
113	0	31916	32193	38176	
114	0	31936	32220	38140	
115	0	31946	32176	38148	
116	0	31961	32184	38156	
117	0	31976	32216	38148	
118	0	31992	32200	38192	
119	0	32005	32201	38192	
120	0	32020	32193	38176	
121	0	32044	32196	38196	
122	0	32064	32208	38192	
123	0	32084	32220	38200	
124	0	32096	32216	38232	
125	0	32116	32204	38200	
126	0	32134	32192	38184	
127	0	32148	32196	38174	
128	0	32168	32200	38148	
129	0	32184	32188	38168	
130	0	32204	32204	38145	
131	0	32232	32192	38144	
132	0	32252	32192	38168	
133	0	32264	32160	38136	
134	0	32292	32204	38136	
135	0	32314	32196	38184	
136	0	32336	32204	38176	
137	0	32349	32208	38209	
138	0	32376	32212	38212	
139	0	32396	32188	38188	
140	0	32420	32208	38164	
141	0	32441	32204	38180	
142	0	32468	32224	38180	
143	0	32488	32192	38192	
144	0	32512	32160	38165	
145	0	32536	32184	38153	
146	0	32572	32193	38136	
147	0	32592	32172	38168	
148	0	32608	32160	38156	
149	0	32642	32200	38161	
150	0	32665	32180	38180	
151	0	32686	32178	38176	
152	0	32712	32192	38216	
153	0	32740	32168	38176	
154	0	32772	32160	38184	
155	0	32796	32140	38180	
156	0	32820	32146	38184	
157	0	32852	32156	38192	
158	0	32877	32170	38196	
159	0	32900	32164	38188	
160	0	32932	32152	38172	
161	0	32956	32140	38160	
162	0	32986	32160	38164	
163	0	33012	32160	38168	
164	0	33040	32145	38184	
165	0	33072	32144	38160	
166	0	33096	32140	38152	
167	0	33124	32168	38168	
168	0	33152	32144	38208	
169	0	33180	32200	38168	
170	0	33208	32189	38192	
171	0	33232	32192	38184	
172	0	33256	32193	38216	
173	0	33292	32172	38201	
174	0	33316	32168	38189	
175	0	33344	32180	38165	
176	0	33376	32148	38184	
177	0	33400	32176	38176	
178	0	33432	32132	38164	
179	0	33452	32164	38169	
180	0	33476	32148	38172	
181	0	33512	32128	38144	
182	0	33532	32144	38188	
183	0	33564	32164	38156	
184	0	33596	32144	38152	
185	0	33624	32148	38144	
186	0	33644	32145	38148	
187	0	33676	32136	38176	
188	0	33696	32120	38196	
189	0	33724	32148	38176	
190	0	33748	32160	38176	
191	0	33768	32156	38156	
192	0	33797	32144	38160	
193	0	33824	32132	38188	
194	0	33844	32156	38168	
195	0	33876	32124	38168	
196	0	33892	32124	38152	
197	0	33924	32144	38152	
198	0	33944	32144	38156	
199	0	33965	32128	38136	
200	0	33988	32096	38148	
201	0	34012	32100	38129	
202	0	34032	32120	38104	
203	0	34044	32116	38112	
204	0	34072	32104	38112	
205	0	34092	32100	38100	
206	0	34112	32109	38076	
207	0	34128	32136	38044	
208	0	34144	32092	38121	
209	0	34156	32112	38108	
210	0	34180	32102	38088	
211	0	34196	32084	38060	
212	0	34208	32100	38048	
213	0	34228	32104	38056	
214	0	34236	32120	38160	
215	0	34244	32216	38260	
216	0	34268	32224	38284	
217	0	34272	32218	38284	
218	0	34285	32184	38240	
219	0	34308	32156	38224	
220	0	34304	32104	38176	
221	0	34325	32124	38264	
222	0	34336	32128	38256	
223	0	34340	32144	38240	
224	0	34349	32148	38244	
225	0	34352	32124	38236	
226	0	34360	32136	38200	
227	0	34368	32132	38200	
228	0	34376	32113	38188	
229	0	34376	32112	38172	
230	0	34380	32112	38152	
231	0	34388	32132	38145	
232	0	34392	32121	38124	
233	0	34392	32132	38096	
234	0	34398	32104	38120	
235	0	34388	32112	38088	
236	0	34400	32072	38092	
237	0	34392	32080	38060	
238	0	34404	32080	38072	
239	0	34400	32056	38128	
240	0	34392	32120	38168	
241	0	34392	32096	38212	
242	0	34388	32161	38244	
243	0	34388	32244	38269	
244	0	34380	32300	38372	
245	0	34384	32372	38392	
246	0	34372	32348	38340	
247	0	34368	32236	38252	
248	0	34368	32240	38200	
249	0	34354	32220	38216	
250	0	34348	32248	38204	
251	0	34340	32292	38256	
252	0	34328	32232	38228	
253	0	34316	32248	38224	
254	0	34308	32232	38216	
255	0	34298	32256	38212	
256	0	34285	32280	38188	
257	0	34273	32260	38236	
258	0	34264	32224	38248	
259	0	34252	32233	38232	
260	0	34240	32408	38260	
261	0	34224	32392	38208	
262	0	34216	32284	38220	
263	0	34192	32296	38208	
264	0	34176	32252	38224	
265	0	34164	32288	38204	
266	0	34148	32512	38200	
267	0	34132	32396	38224	
268	0	34112	32344	38240	
269	0	34096	32321	38244	
270	0	34076	32261	38232	
271	0	34052	31836	38312	
272	0	34036	32704	38253	
273	0	34020	32484	38284	
274	0	33992	32484	38352	
275	0	33972	32416	38348	
276	0	33956	32448	38426	
277	0	33936	32520	38468	
278	0	33912	32564	38536	
279	0	33892	32605	38648	
280	0	33860	32604	38720	
281	0	33848	32649	38848	
282	0	33824	32712	39020	
283	0	33793	32810	39328	
284	0	33768	32716	39596	
285	0	33748	32764	40220	
286	0	33724	32536	40840	
287	0	33700	33464	43692	
288	0	33676	33780	44060	
289	0	33652	34376	45396	
290	0	33620	34280	46560	
291	0	33600	34277	44480	
